index,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant
dia1140_utt5,['none'],['none'],['none'],['determined'],['none'],['none'],['none'],['happy'],['to get to work']
dia1140_utt6,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['none'],['to go home']
dia1140_utt7,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['relieved'],['to be right']
dia1140_utt8,['none'],['none'],['none'],['observant'],['none'],['none'],['none'],['curious'],['to find out what it is']
dia1140_utt9,['none'],['none'],['none'],['big'],['none'],['none'],['none'],['happy'],['to be the boss']
dia1141_utt0,['none'],['none'],['none'],['naive'],['none'],['none'],['none'],['happy'],['to go to the movies']
dia1141_utt1,['none'],['none'],['none'],['old'],['none'],['none'],['to buy a house'],['happy'],['to buy a home']
dia1141_utt2,['none'],['none'],['none'],['social'],['none'],['to have fun'],['to get dressed'],['happy'],['to have fun']
dia1141_utt4,['none'],['none'],['to get to know personx'],['curious'],['none'],['none'],['none'],['happy'],['to get to know them better']
dia1141_utt5,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['sad'],['to apologize']
dia1141_utt6,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1141_utt7,['none'],['none'],['none'],['sure'],['none'],['none'],['none'],['satisfied'],['to be successful']
dia1141_utt8,['none'],['none'],['none'],['religious'],['none'],['to be a good listener'],['none'],['happy'],['to call me']
dia1141_utt9,['none'],['none'],['none'],['friendly'],['none'],['to talk'],['to have a phone'],['happy'],['to talk']
dia1141_utt10,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1141_utt11,['none'],['none'],['none'],['proud'],['none'],['none'],['none'],['happy'],['to be successful']
dia1141_utt12,['none'],['happy'],['none'],['happy'],['none'],['none'],['none'],['happy'],['to have a party']
dia1141_utt13,['none'],['none'],['none'],['thoughtful'],['none'],['none'],['none'],['confused'],['to make a decision']
dia1141_utt14,['none'],['none'],['none'],['friendly'],['none'],['none'],['none'],['happy'],['to get to know me']
dia1141_utt15,['none'],['none'],['none'],['mean'],['none'],['to be nice'],['none'],['happy'],['to be a good person']
dia1141_utt16,['none'],['none'],['none'],['whiny'],['none'],['none'],['none'],['annoyed'],['to be heard']
dia1141_utt17,['none'],['none'],['none'],['patient'],['none'],['to be patient'],['none'],['happy'],['to get a divorce']
dia1141_utt18,['none'],['none'],['none'],['brave'],['none'],['to be independent'],['none'],['happy'],['to move on']
dia1141_utt19,['none'],['none'],['none'],['brave'],['none'],['to be alone'],['to be in a relationship'],['sad'],['to move on']
dia1141_utt20,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['confused'],['to make a decision']
dia1141_utt21,['none'],['none'],['none'],['curious'],['none'],['to be nice'],['to have a phone'],['happy'],['to talk']
dia1141_utt22,['none'],['none'],['none'],['religious'],['none'],['to be a good person'],['none'],['happy'],['to pray']
dia1141_utt23,['none'],['none'],['none'],['curious'],['none'],['to call someone'],['to pick up the phone'],['satisfied'],['to pick up the phone']
dia1142_utt0,['none'],['none'],['none'],['grateful'],['none'],['to be polite'],['to be invited to a party'],['happy'],['to be polite']
dia1142_utt1,['none'],['none'],['none'],['available'],['none'],['none'],['none'],['happy'],['to meet me']
dia1142_utt2,['none'],['none'],['none'],['remorseful'],['none'],['none'],['none'],['sad'],['to go back']
dia1142_utt3,['none'],['none'],['none'],['lost'],['none'],['none'],['none'],['none'],['to go back']
dia1142_utt5,['none'],['none'],['none'],['unskilled'],['gets yelled at'],['none'],['none'],['sad'],['to try to do something else']
dia1142_utt7,['none'],['none'],['none'],['trusting'],['none'],['to be a good person'],['none'],['happy'],['to be successful']
dia1142_utt9,['none'],['none'],['none'],['smart'],['none'],['to be a good person'],['none'],['happy'],['to be successful']
dia1142_utt10,['none'],['none'],['none'],['dirty'],['none'],['none'],['none'],['dirty'],['to clean up']
dia1142_utt11,['none'],['none'],['none'],['mean'],['none'],['to be a good friend'],['none'],['happy'],['to be a good friend']
dia1142_utt12,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1144_utt0,['none'],['none'],['none'],['relieved'],['none'],['to be alone'],['to have sex'],['happy'],['to be alone']
dia1144_utt1,['none'],['none'],['none'],['talkative'],['none'],['to be heard'],['none'],['good'],['to be heard']
dia1144_utt2,['none'],['none'],['to be friends'],['social'],['none'],['to be with another man'],['none'],['happy'],['to be alone']
dia1144_utt3,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['good'],['to be successful']
dia1144_utt4,['none'],['none'],['none'],['curious'],[''],"[""to see what 's going on""]",['none'],['curious'],['to see what they think']
dia1144_utt5,['none'],['none'],['none'],['determined'],['none'],['to be productive'],['none'],['happy'],['to do something else']
dia1144_utt6,['none'],['none'],['none'],['playful'],['gets a headache'],['to look cute'],['to buy the pillows'],['happy'],['to make a mess']
dia1144_utt7,['none'],['none'],['none'],['needy'],['none'],['none'],['none'],['none'],['to get some']
dia1144_utt8,['none'],['none'],['none'],['responsible'],['none'],['to be nice'],['to be invited'],['happy'],['to make sure everything is in order']
dia1144_utt9,['none'],['none'],['none'],['attractive'],['gets asked out'],['to be clean'],['none'],['good'],['to smell good']
dia1144_utt10,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['satisfied'],['to ask me to do something']
dia1144_utt11,['none'],['none'],['none'],['alone'],['none'],['none'],['none'],['alone'],['to go home']
dia1144_utt12,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['happy'],['to be correct']
dia1144_utt13,['none'],['none'],['to forgive'],['upset'],['none'],['none'],['to have a relationship with me'],['upset'],['to apologize']
dia1144_utt14,['none'],['none'],['none'],['capable'],['none'],['none'],['none'],['happy'],['to be successful']
dia1144_utt15,['none'],['none'],['none'],['lucky'],['none'],['none'],['to go to the airport'],['happy'],['to go home']
dia1146_utt0,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['curious'],['to solve the problem']
dia1146_utt1,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['sorry'],['to apologize']
dia1146_utt3,['none'],['none'],['none'],['dumb'],['none'],['none'],['none'],['annoyed'],['to be right']
dia1146_utt6,['none'],['hurt'],['to get away with it'],['mean'],['none'],['to be mean'],['to be with someone else'],['guilty'],['to make me believe you are a liar']
dia1146_utt8,['none'],['none'],['none'],['smart'],['none'],['to be right'],['none'],['happy'],['to be successful']
dia1146_utt9,['none'],['none'],['none'],['calm'],['none'],['none'],['none'],['happy'],['to go to the game']
dia1146_utt10,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1149_utt0,['none'],['none'],['none'],['relieved'],['none'],['to be safe'],['none'],['relieved'],['to go to the bathroom']
dia1149_utt1,['none'],['none'],['none'],['alcoholic'],['none'],['none'],['none'],['happy'],['to drink']
dia1150_utt0,['none'],['none'],['none'],['intelligent'],['none'],['to be a writer'],['to have a pen'],['proud'],['to write another']
dia1150_utt1,['none'],['none'],['none'],['dumb'],['none'],['none'],['none'],['annoyed'],['to get a drink']
dia1150_utt2,['none'],['none'],['none'],['disappointed'],['none'],['none'],['none'],['sad'],['to go home']
dia1150_utt3,['none'],['none'],['none'],['responsible'],['none'],['none'],['to have a paper'],['anxious'],['to get a good grade']
dia1150_utt4,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['sad'],['to be forgiven']
dia1150_utt6,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1150_utt7,['none'],['none'],['none'],['happy'],['none'],['none'],['to buy a gift'],['happy'],['to have fun']
dia1150_utt8,['none'],['none'],['none'],['unmotivated'],['none'],['none'],['none'],['sad'],['to go home']
dia1150_utt9,['none'],['none'],['none'],['happy'],['none'],['none'],['none'],['happy'],['to sleep']
dia1151_utt1,['none'],['none'],['none'],['unconcerned'],['none'],['none'],['none'],['relieved'],['to be left alone']
dia1151_utt2,['none'],['none'],['none'],['needy'],['none'],['to be happy'],['to have a birthday'],['happy'],['to thank persony']
dia1151_utt3,['none'],['none'],['none'],['happy'],['none'],['none'],['none'],['happy'],['to be happy']
dia1151_utt5,['none'],['none'],['none'],['worried'],['none'],['none'],['none'],['worried'],['to get a gift']
dia1151_utt6,['none'],['none'],['none'],['creative'],['none'],['to be helpful'],['to have a plan'],['happy'],['to give it to her friend']
dia1151_utt7,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['happy'],['to be successful']
dia1151_utt8,['to be mean'],['none'],['to thank personx'],['mean'],['none'],['to be mean'],['to be with someone'],['happy'],['to be in control']
dia1151_utt9,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1152_utt0,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1152_utt1,['none'],['none'],['none'],['old'],['none'],['none'],['none'],['happy'],['to be a leader']
dia1152_utt2,['none'],['none'],['none'],['happy'],['none'],['to be happy'],['none'],['happy'],['to have fun']
dia1152_utt3,['none'],['none'],['none'],['happy'],['none'],['to be with family'],['none'],['happy'],['to go home']
dia1152_utt5,['none'],['none'],['none'],['weird'],['none'],['none'],['none'],['happy'],['to get away from the turtle']
dia1152_utt6,['none'],['none'],['none'],['untrustworthy'],['none'],['none'],['none'],['happy'],['to be a good person']
dia1152_utt7,['none'],['grateful'],['to thank personx'],['generous'],['none'],['to be nice'],['to buy gifts'],['happy'],['to give them to ben']
dia1152_utt8,['none'],['none'],['none'],['careless'],['none'],['to be a good person'],['none'],['happy'],['to get a drink']
dia1152_utt9,['none'],['none'],['none'],['careless'],['none'],['to be a good person'],['none'],['happy'],['to get a drink']
dia1152_utt10,['none'],['none'],['none'],['greedy'],['gets a gift'],['to be generous'],['to have a gift'],['happy'],['to give them to persony']
dia1152_utt11,['none'],['none'],['to thank personx'],['helpful'],['none'],['to help out'],['to have a costume'],['happy'],['to go to the party']
dia1152_utt12,['none'],['none'],['none'],['tired'],['none'],['none'],['none'],['sad'],['to go home']
dia1152_utt13,['none'],['none'],['none'],['careless'],['none'],['to be a jerk'],['none'],['angry'],['to be a hero']
dia1152_utt14,['none'],['none'],['none'],['hungry'],['none'],['none'],['none'],['full'],['to eat']
dia1152_utt15,['none'],['none'],['to thank personx'],['caring'],['none'],['none'],['none'],['sad'],['to be a good friend']
dia1152_utt16,['none'],['none'],['none'],['fair'],['none'],['to be nice'],['to have a suit'],['happy'],['to be thanked']
dia1153_utt0,['none'],['none'],['none'],['caring'],['none'],['to be with family'],['to get in the car'],['happy'],['to go to bed']
dia1153_utt1,['none'],['none'],['none'],['tired'],['none'],['none'],['none'],['tired'],['to go home']
dia1153_utt2,['none'],['none'],['none'],['secretive'],['none'],['to be secretive'],['none'],['happy'],['to tell someone else']
dia1153_utt3,['none'],['none'],['none'],['happy'],['none'],['none'],['none'],['none'],['none']
dia1153_utt4,['none'],['none'],['none'],['grateful'],['none'],['to show appreciation'],['none'],['grateful'],['to be thankful']
dia1153_utt5,['none'],['none'],['none'],['tired'],['none'],['none'],['to have a party'],['sad'],['to go home']
dia1153_utt6,['none'],['none'],['none'],['angry'],['gets yelled at'],['none'],['none'],['angry'],['to get rid of them']
dia1153_utt7,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1154_utt0,['none'],['none'],['none'],['caring'],['none'],['to be nice'],['none'],['happy'],['to be happy']
dia1154_utt1,['none'],['none'],['none'],['loving'],['none'],['none'],['none'],['happy'],['to go to church']
dia1154_utt2,['none'],['none'],['none'],['hard working'],['gets stressed'],['none'],['none'],['sad'],['to get a promotion']
dia1154_utt3,['none'],['none'],['none'],['dumb'],['none'],['none'],['none'],['bad'],['to get a drink']
dia1154_utt4,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['happy'],['to ask her out']
dia1154_utt5,['none'],['none'],['none'],['curious'],['none'],['to be helpful'],['none'],['happy'],['to tell me about it']
dia1154_utt6,['none'],['none'],['none'],['mean'],['none'],['to be helpful'],['none'],['happy'],['to be a good friend']
dia1154_utt7,['none'],['none'],['none'],['lazy'],['none'],['none'],['none'],['happy'],['to get a job']
dia1154_utt8,['none'],['none'],['none'],['careless'],['none'],['to be a good person'],['none'],['happy'],['to get a drink']
dia1154_utt9,['none'],['none'],['none'],['defeated'],['cries'],['none'],['none'],['sad'],['to cry']
dia1154_utt11,['none'],['none'],['none'],['lucky'],['none'],['none'],['none'],['happy'],['to have a party']
dia1154_utt12,['none'],['none'],['none'],['calm'],['none'],['none'],['none'],['relieved'],['to relax']
dia1154_utt13,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1155_utt1,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['surprised'],['to be successful']
dia1155_utt2,['none'],['none'],['none'],['unintelligent'],['none'],['none'],['none'],['bad'],['to be a better person']
dia1155_utt3,['none'],['none'],['none'],['shy'],['none'],['none'],['none'],['sad'],['to get away from them']
dia1155_utt4,['none'],['none'],['none'],['sexy'],['none'],['none'],['none'],['happy'],['to go to the movies']
dia1155_utt5,['none'],['happy'],['to have a family'],['loving'],['gets a ring'],['to be happy'],['to get married'],['happy'],['to have a family']
dia1155_utt6,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['happy'],['to be a good listener']
dia1155_utt7,['none'],['none'],['none'],['happy'],['none'],['to talk'],['none'],['happy'],['to talk']
dia1155_utt8,['none'],['none'],['none'],['busy'],['none'],['none'],['none'],['happy'],['to be alone']
dia1155_utt9,['none'],['none'],['none'],['paranoid'],['none'],['none'],['none'],['paranoid'],['to be safe']
dia1155_utt10,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['proud'],['to be admired']
dia1155_utt11,['none'],['hurt'],['to get away from him'],['mean'],['none'],['to be mean'],['none'],['angry'],['to get even']
dia1155_utt12,['none'],['none'],['none'],['caring'],['none'],['to be nice'],['none'],['happy'],['to be a good person']
dia1155_utt13,['none'],['none'],['to thank personx'],['caring'],['none'],['none'],['none'],['happy'],['to be loved']
dia1155_utt14,['none'],['none'],['to listen to personx'],['curious'],['none'],['to know the answer'],['none'],['curious'],['to ask me a question']
dia1155_utt16,['none'],['none'],['none'],['beautiful'],['gets kissed'],['none'],['to dance'],['happy'],['to dance']
dia1157_utt0,['none'],['none'],['none'],['thoughtful'],['none'],['to be informed'],['none'],['good'],['to make a decision']
dia1157_utt4,['none'],['none'],['none'],['sweet'],['none'],['none'],['none'],['happy'],['to be a good person']
dia1157_utt5,['none'],['none'],['none'],['patient'],['none'],['to be patient'],['none'],['happy'],['to be a good leader']
dia1157_utt7,['none'],['none'],['none'],['humble'],['none'],['to be alone'],['none'],['sad'],['to get a bigger wedding']
dia1157_utt8,['none'],['none'],['none'],['needy'],['none'],['none'],['none'],['satisfied'],['to be heard']
dia1157_utt9,['none'],['none'],['none'],['hopeful'],['none'],['to be loved'],['none'],['happy'],['to get married']
dia1159_utt0,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1159_utt1,['none'],['none'],['none'],['brave'],['none'],['to be a tiger'],['none'],['happy'],['to eat breakfast']
dia1159_utt2,['none'],['grateful'],['none'],['helpful'],['is full'],['to be healthy'],['to prepare the food'],['satisfied'],['to be a good host']
dia1159_utt3,['none'],['excited'],['to have a baby'],['excited'],['gets a hug'],['to be a good mother'],['to have sex'],['excited'],['to have a baby']
dia1159_utt4,['none'],['none'],['none'],['lazy'],['none'],['none'],['none'],['sad'],['to go to sleep']
dia1159_utt5,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['sad'],['to find a job']
dia1159_utt6,['none'],['none'],['none'],['aroused'],['gets a massage'],['none'],['to have sex'],['embarrassed'],['to go to bed']
dia1159_utt7,['none'],['none'],['none'],['passionate'],['none'],['none'],['none'],['happy'],['to be successful']
dia1159_utt8,['none'],['none'],['none'],['daring'],['none'],['none'],['none'],['happy'],['to be successful']
dia1159_utt9,['none'],['none'],['none'],['overwhelmed'],['none'],['none'],['none'],['overwhelmed'],['to get a drink']
dia1159_utt10,['none'],['none'],['none'],['helpful'],['none'],['to be helpful'],['none'],['happy'],['to help']
dia1159_utt11,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['happy'],['to tell everyone']
dia1159_utt12,['none'],['none'],['none'],['aroused'],['gets aroused'],['none'],['to have sex'],['aroused'],['to get a massage']
dia1160_utt0,['none'],['none'],['none'],['helpful'],['none'],['none'],['none'],['happy'],['to be a good friend']
dia1160_utt1,['none'],['none'],['none'],['helpful'],['none'],['none'],['none'],['happy'],['to be a good friend']
dia1160_utt2,['none'],['none'],['none'],['poor'],['none'],['none'],['none'],['sad'],['to save money']
dia1160_utt3,['none'],['none'],['none'],['generous'],['none'],['to help'],['none'],['happy'],['to get a loan']
dia1160_utt4,['none'],['none'],['none'],['poor'],['none'],['to be independent'],['none'],['sad'],['to be independent']
dia1160_utt5,['none'],['none'],['none'],['tired'],['none'],['to be left alone'],['none'],['relieved'],['to leave']
dia1160_utt6,"['""']",['none'],['none'],['generous'],['none'],['to be a good sport'],['none'],['happy'],['to be a good actor']
dia1161_utt0,['none'],['none'],['none'],['friendly'],['none'],['to be a good sport'],['none'],['happy'],['to be a good sport']
dia1161_utt1,['none'],['none'],['none'],['amazed'],['none'],['none'],['none'],['surprised'],['to be praised']
dia1161_utt2,['none'],['none'],['none'],['dressed up'],['none'],['to be dressed up'],['none'],['happy'],['to go out']
dia1161_utt4,['none'],['none'],['none'],['confident'],['gets a raise'],['none'],['to be a good candidate'],['nervous'],['to celebrate']
dia1162_utt0,['none'],['none'],['none'],['confident'],['none'],['none'],['none'],['happy'],['to date her']
dia1162_utt1,['none'],['sad'],['to apologize'],['mean'],['none'],['none'],['to be in a bad mood'],['bad'],['to apologize']
dia1162_utt2,['none'],['none'],['none'],['determined'],['none'],['to be organized'],['to get up'],['satisfied'],['to go to the office']
dia1162_utt3,['none'],['none'],['none'],['arrogant'],['none'],['none'],['none'],['happy'],['to be in charge']
dia1162_utt4,['none'],['none'],['none'],['generous'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1162_utt5,['none'],['none'],['to thank personx'],['powerful'],['gets a promotion'],['to be in charge'],['to be a manager'],['powerful'],['to get a new job']
dia1162_utt6,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['annoyed'],['to get a job']
dia1162_utt7,['none'],['none'],['none'],['loving'],['none'],['none'],['none'],['happy'],['to have a baby']
dia1162_utt8,['none'],['happy'],['to thank personx'],['playful'],['none'],['to show love'],['none'],['happy'],['to give the boy a gift']
dia1163_utt0,['none'],['none'],['none'],['skilled'],['none'],['to help people'],['to apply for a job'],['proud'],['to help people']
dia1163_utt1,['none'],['none'],['none'],['tired'],['none'],['to be clean'],['none'],['happy'],['to clean up']
dia1163_utt2,['none'],['none'],['none'],['inexperienced'],['none'],['none'],['none'],['annoyed'],['to be successful']
dia1163_utt5,['none'],['none'],['none'],['cautious'],['gets hurt'],['to be safe'],['none'],['safe'],['to get to the destination']
dia1163_utt6,['none'],['none'],['none'],['lazy'],['gets caught'],['to be a good person'],['none'],['satisfied'],['to be successful']
dia1163_utt7,['none'],['none'],['none'],['aggressive'],['none'],['to be in control'],['none'],['good'],['to be successful']
dia1163_utt8,['none'],['none'],['none'],['helpful'],['none'],['to be helpful'],['none'],['happy'],['to be thanked']
dia1163_utt9,['none'],['none'],['none'],['aggressive'],['none'],['to be in control'],['none'],['good'],['to be successful']
dia1166_utt0,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['relieved'],['to go home']
dia1166_utt1,['none'],['none'],['none'],['mean'],['none'],['to be alone'],['to have a reason why'],['sad'],['to fire me']
dia1166_utt2,['none'],['none'],['none'],['immoral'],['gets arrested'],['none'],['none'],['guilty'],['to be a good citizen']
dia1166_utt4,['none'],['grateful'],['to thank personx'],['caring'],['none'],['to be helpful'],['to be a doctor'],['happy'],['to be thanked']
dia1166_utt5,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['frustrated'],['to do something else']
dia1166_utt6,['none'],['none'],['none'],['pretty'],['none'],['none'],['none'],['happy'],['to get a date']
dia1167_utt0,['none'],['none'],['none'],['nervous'],['personx is nervous'],['none'],['none'],['nervous'],['to be alone']
dia1167_utt1,['none'],['none'],['to cry'],['upset'],['none'],['to be a good parent'],['to have sex'],['sad'],['to get a divorce']
dia1167_utt2,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1167_utt3,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1167_utt4,['none'],['none'],['none'],['tired'],['none'],['to be clean'],['to have sex'],['happy'],['to sleep']
dia1167_utt5,['none'],['none'],['none'],['forgetful'],['none'],['none'],['none'],['sad'],['to go home']
dia1167_utt6,['none'],['none'],['to have sex'],['horny'],['none'],['to have sex'],['to have sex'],['satisfied'],['to have sex']
dia1167_utt7,['none'],['none'],['none'],['tired'],['none'],['to be alone'],['none'],['tired'],['to sleep']
dia1167_utt8,['none'],['none'],['none'],['entertained'],['none'],['to be entertained'],['to have a tv'],['entertained'],['to relax']
dia1167_utt9,['none'],['none'],['none'],['lazy'],['gets yelled at'],['to be clean'],['to have a job'],['happy'],['to go to bed']
dia1169_utt0,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['happy'],['to get rid of it']
dia1169_utt2,['none'],['none'],['none'],['weak'],['gets dizzy'],['none'],['none'],['weak'],['to sit down']
dia1169_utt3,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1169_utt4,['none'],['none'],['none'],['excited'],['none'],['none'],['none'],['happy'],['to have a baby']
dia1169_utt5,['none'],['none'],['none'],['religious'],['none'],['none'],['none'],['relieved'],['to tell me']
dia1169_utt6,['none'],['none'],['none'],['tired'],['gets a baby'],['none'],['to have sex'],['happy'],['to have a baby']
dia1169_utt7,['none'],['none'],['none'],['talkative'],['none'],['to be heard'],['none'],['informed'],['to ask questions']
dia1169_utt8,['none'],['none'],['none'],['responsible'],['none'],['to be a good parent'],['to have sex'],['happy'],['to have a baby']
dia1169_utt9,['none'],['none'],['none'],['dishonest'],['gets caught'],['to be deceptive'],['to have a fake passport'],['guilty'],['to get away with it']
dia1169_utt10,['none'],['none'],['none'],['liar'],['gets caught'],['to be deceptive'],['to have a fake passport'],['guilty'],['to get away with it']
dia1169_utt11,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['smart'],['to tell everyone']
dia1169_utt12,['none'],['none'],['none'],['unfashionable'],['looks like a fool'],['none'],['none'],['happy'],['to look good']
dia1169_utt13,['none'],['none'],['none'],['easygoing'],['none'],['none'],['none'],['relaxed'],['to be more comfortable']
dia1170_utt0,['none'],['none'],['none'],['skilled'],['none'],['to serve people'],['to apply for a job'],['happy'],['to serve people']
dia1170_utt1,['none'],['none'],['none'],['talented'],['none'],['none'],['to perform a performance'],['satisfied'],['to give me a treat']
dia1170_utt2,['none'],['confused'],['none'],['charismatic'],['none'],['none'],['none'],['nervous'],['to get a drink']
dia1170_utt3,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1170_utt4,['none'],['none'],['none'],['dumb'],['none'],['none'],['none'],['annoyed'],['to get a drink']
dia1170_utt5,['none'],['none'],['to be happy'],['caring'],['none'],['none'],['to have sex'],['happy'],['to raise my children']
dia1170_utt7,['none'],['none'],['to get away'],['mean'],['none'],['to be mean'],['to be angry'],['angry'],['to apologize']
dia1170_utt8,['none'],['none'],['to sleep'],['untrustworthy'],['none'],['to be alone'],['none'],['sad'],['to sleep']
dia1170_utt9,['none'],['none'],['to get a new daddy'],['needy'],['none'],['to be a good father'],['none'],['happy'],['to get a new baby']
dia1170_utt10,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1170_utt11,['none'],['none'],['none'],['confident'],['none'],['none'],['none'],['happy'],['to be a good leader']
dia1170_utt12,['none'],['happy'],['to eat lunch'],['friendly'],['none'],['none'],['none'],['happy'],['to eat lunch']
dia1170_utt13,['none'],['none'],['none'],['surprised'],['none'],['none'],['none'],['surprised'],['to celebrate']
dia1170_utt14,['none'],['sad'],['to cry'],['angry'],['none'],['to be alone'],['none'],['sad'],['to apologize']
dia1171_utt0,['none'],['none'],['none'],['ready'],['none'],['none'],['none'],['happy'],['to go home']
dia1171_utt1,['none'],['none'],['none'],['prepared'],['none'],['to be prepared'],['to have a presentation'],['satisfied'],['to get a good grade']
dia1171_utt2,['none'],['none'],['none'],['smart'],['none'],['to be a good friend'],['none'],['happy'],['to make a change']
dia1171_utt3,['none'],['none'],['to answer'],['curious'],['none'],['to know something'],['none'],['curious'],['to ask me questions']
dia1171_utt5,['none'],['annoyed'],['none'],['lazy'],['gets yelled at'],['to be alone'],['to be in a rush'],['annoyed'],['to go to sleep']
dia1171_utt6,['none'],['none'],['none'],['anxious'],['none'],['to get a new job'],['to get in the car'],['excited'],['to go to the airport']
dia1171_utt7,['none'],['none'],['none'],['competitive'],['none'],['none'],['to be a winner'],['happy'],['to celebrate']
dia1171_utt8,['none'],['none'],['none'],['mean'],['gets praised'],['to be a leader'],['to be a leader'],['satisfied'],['to be successful']
dia1171_utt10,['none'],['none'],['none'],['curious'],['none'],['to be informed'],['none'],['happy'],['to be entertained']
dia1171_utt12,['none'],['none'],['to cry'],['mean'],['none'],['none'],['none'],['sad'],['to leave']
dia1171_utt13,['none'],['none'],['none'],['apprehensive'],['none'],['none'],['none'],['nervous'],['to avoid it']
dia1171_utt14,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['sorry'],['to make it up to me']
dia1171_utt15,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1171_utt16,['none'],['none'],['none'],['grateful'],['none'],['to show appreciation'],['none'],['happy'],['to be polite']
dia1171_utt17,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1171_utt18,['none'],['none'],['none'],['caring'],['none'],['none'],['none'],['happy'],['to be a good parent']
dia1171_utt19,['none'],['happy'],['to thank personx'],['friendly'],['none'],['none'],['none'],['happy'],['to talk']
dia1172_utt0,['none'],['none'],['none'],['helpful'],['none'],['to be a wig'],['to be a wig'],['happy'],['to be a good friend']
dia1172_utt1,['none'],['none'],['none'],['patient'],['gets tired'],['to be patient'],['none'],['patient'],['to get a drink']
dia1172_utt2,['none'],['none'],['none'],['unskilled'],['gets stressed'],['none'],['none'],['nervous'],['to get a new role']
dia1172_utt3,['none'],['none'],['none'],['skilled'],['none'],['to be a good listener'],['to buy a table'],['satisfied'],['to make a profit']
dia1172_utt4,['none'],['none'],['none'],['scared'],['none'],['none'],['none'],['scared'],['to get away']
dia1172_utt5,['none'],['none'],['none'],['careless'],['none'],['to be a good person'],['none'],['happy'],['to get a drink']
dia1172_utt6,['none'],['none'],['none'],['sneaky'],['gets caught'],['to be noticed'],['none'],['happy'],['to be successful']
dia1173_utt0,['none'],['none'],['none'],['dishonest'],['personx is a liar'],['to be deceptive'],['to have a fake one'],['guilty'],['to get away with it']
dia1173_utt1,['none'],['none'],['none'],['mean'],['none'],['to be heard'],['none'],['happy'],['to be heard']
dia1173_utt2,['none'],['none'],['none'],['fake'],['none'],['to be deceptive'],['none'],['like they are doing something good'],['to be successful']
dia1173_utt3,['none'],['none'],['none'],['proud'],['none'],['none'],['none'],['happy'],['to be successful']
dia1173_utt4,['none'],['none'],['none'],['deceitful'],['none'],['to be a good parent'],['to have sex'],['happy'],['to have a baby']
dia1173_utt5,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['happy'],['to be successful']
