index	oReact_retrieval	xReact_retrieval
dia831_utt13	Others feel like they made a good decision., glad to have been given importance, none	Leonard feels like they made a good decision., glad to have been given importance, none
dia831_utt14	Others feel like they made a good decision., glad to have been given importance, none	Leonard feels like they made a good decision., glad to have been given importance, none
dia831_utt15	Others feel none, upset, happy	Leonard feels none, upset, happy
dia831_utt16	Others feel grateful, satisfied, pleased	Leonard feels grateful, satisfied, pleased
dia831_utt17	Others feel thankful, relieved, proud	Leonard feels thankful, relieved, proud
dia831_utt18	Others feel like they have moved on., none, happy and confident	Leonard feels like they have moved on., none, happy and confident
dia831_utt19	Others feel none, sorry for his act, like something they have done was untoward	Leonard feels none, sorry for his act, like something they have done was untoward
dia832_utt0	Others feel caring, generous, in pain	Rajesh feels caring, generous, in pain
dia832_utt1	Others feel ugly inside, terrible, glad	Rajesh feels ugly inside, terrible, glad
dia832_utt2	Others feel none, trustworthy, surprised	Rajesh feels none, trustworthy, surprised
dia832_utt3	Others feel satisfied, none, none	Rajesh feels satisfied, none, none
dia832_utt4	Others feel dutiful, helpful, satisfied and helpful.	Leonard feels dutiful, helpful, satisfied and helpful.
dia832_utt5	Others feel upset, scared, pained	Howard feels upset, scared, pained
dia832_utt6	Others feel relieved., none, none	Howard feels relieved., none, none
dia832_utt7	Others feel very ill, none, none	Howard feels very ill, none, none
dia832_utt8	Others feel none, none, none	Howard feels none, none, none
dia832_utt9	Others feel accomplished, none, awake	Howard feels accomplished, none, awake
dia832_utt10	Others feel upset, scared, pained	Sheldon feels upset, scared, pained
dia833_utt0	Others feel intelligent, none, none	Leonard feels intelligent, none, none
dia833_utt1	Others feel none, successful., none	Sheldon feels none, successful., none
dia833_utt2	Others feel full, excited, satisfied	Leonard feels full, excited, satisfied
dia833_utt3	Others feel excited, excited, happy	Leonard feels excited, excited, happy
dia833_utt4	Others feel none, none, happy,honesty	Sheldon feels none, none, happy,honesty
dia833_utt5	Others feel excited, satisfied for having helped., remembered	Leonard feels excited, satisfied for having helped., remembered
dia833_utt6	Others feel successful., more comfortable (no watery eyes), none	Sheldon feels successful., more comfortable (no watery eyes), none
dia833_utt7	Others feel happy., exhilarated., disappointed.	Sheldon feels happy., exhilarated., disappointed.
dia833_utt8	Others feel ashamed, like they didn't have control of themselves, nervous	Leonard feels ashamed, like they didn't have control of themselves, nervous
dia833_utt9	Others feel grateful, generous, good	Leonard feels grateful, generous, good
dia835_utt0	Others feel none, none, bad	Penny feels none, none, bad
dia835_utt1	Others feel productive, helpful, embarrassed	Penny feels productive, helpful, embarrassed
dia835_utt2	Others feel upset, scared, pained	Sheldon feels upset, scared, pained
dia835_utt3	Others feel suppressed, frustrated, smart	Penny feels suppressed, frustrated, smart
dia835_utt4	Others feel thankful, prepared to eat the vegetables., sad	Sheldon feels thankful, prepared to eat the vegetables., sad
dia835_utt5	Others feel grateful, exhausted, good	Sheldon feels grateful, exhausted, good
dia835_utt6	Others feel none, none, not included	Penny feels none, none, not included
dia835_utt7	Others feel gratitude, grateful, satisfied	Penny feels gratitude, grateful, satisfied
dia835_utt8	Others feel relief after the destruction of the pillow, concern for the mental stability of personx, relief	Sheldon feels relief after the destruction of the pillow, concern for the mental stability of personx, relief
dia835_utt9	Others feel helpful, happy to help, full	Sheldon feels helpful, happy to help, full
dia835_utt10	Others feel hurt, hurt, kind	Sheldon feels hurt, hurt, kind
dia835_utt11	Others feel loving, happy, interested	Sheldon feels loving, happy, interested
dia835_utt12	Others feel like they made a good decision., glad to have been given importance, informed	Penny feels like they made a good decision., glad to have been given importance, informed
dia835_utt13	Others feel hurt, hurt, none	Sheldon feels hurt, hurt, none
dia835_utt14	Others feel none, none, weak	Penny feels none, none, weak
dia835_utt15	Others feel happy, helpful, relieved	Penny feels happy, helpful, relieved
dia835_utt16	Others feel sure, accepted, confident	Sheldon feels sure, accepted, confident
dia835_utt17	Others feel none, none, connected	Sheldon feels none, none, connected
dia836_utt0	Others feel helped., happy, knowledgeable	Sheldon feels helped., happy, knowledgeable
dia836_utt1	Others feel enjoyment, rested, relaxed	Sheldon feels enjoyment, rested, relaxed
dia836_utt2	Others feel happy and excited, none, none	Sheldon feels happy and excited, none, none
dia836_utt3	Others feel like they made a good decision., glad to have been given importance, eager	Penny feels like they made a good decision., glad to have been given importance, eager
dia836_utt4	Others feel satisfied., relieved they don't have to drive on the freeway with all the heavy traffic., glad they have the toll road to use so they can get to work faster.	Sheldon feels satisfied., relieved they don't have to drive on the freeway with all the heavy traffic., glad they have the toll road to use so they can get to work faster.
dia836_utt5	Others feel accomplished, none, anxious	Penny feels accomplished, none, anxious
dia836_utt6	Others feel happy, sleepy, satisfied	Sheldon feels happy, sleepy, satisfied
dia836_utt7	Others feel thankful, satisfied, satisfied	Sheldon feels thankful, satisfied, satisfied
dia836_utt8	Others feel none, none, stuffed	Penny feels none, none, stuffed
dia836_utt9	Others feel aroused, aroused, happy to have a reason to touch person	Sheldon feels aroused, aroused, happy to have a reason to touch person
dia837_utt0	Others feel nervous to solve the problem, also happy., noticed	Sheldon feels nervous to solve the problem, also happy., noticed
dia837_utt1	Others feel satisfied, none, recharged	Sheldon feels satisfied, none, recharged
dia837_utt2	Others feel none, upset, annoyed	Penny feels none, upset, annoyed
dia837_utt3	Others feel proud, determined, helpful	Sheldon feels proud, determined, helpful
dia837_utt4	Others feel burdened, none, good	Sheldon feels burdened, none, good
dia837_utt5	Others feel glad, good about finding out the answer, informed	Penny feels glad, good about finding out the answer, informed
dia837_utt6	Others feel motivated, none, none	Sheldon feels motivated, none, none
dia837_utt7	Others feel happy too, happy for attention, none	Sheldon feels happy too, happy for attention, none
dia837_utt8	Others feel awake, energized, understood	Sheldon feels awake, energized, understood
dia838_utt0	Others feel motivated, none, none	Leonard feels motivated, none, none
dia838_utt1	Others feel good., grateful, glad to have made an impression	Sheldon feels good., grateful, glad to have made an impression
dia838_utt2	Others feel awful, guilty about it, none	Leonard feels awful, guilty about it, none
dia838_utt3	Others feel good and energetic, none, none	Sheldon feels good and energetic, none, none
dia838_utt4	Others feel joy, none, none	Sheldon feels joy, none, none
dia838_utt5	Others feel awful, guilty about it, none	Sheldon feels awful, guilty about it, none
dia838_utt6	Others feel excited to go, satisfied, none	Leonard feels excited to go, satisfied, none
dia838_utt7	Others feel happy, good, happy	Sheldon feels happy, good, happy
dia838_utt8	Others feel awful, guilty about it, none	Leonard feels awful, guilty about it, none
dia838_utt9	Others feel envious, none, united	Sheldon feels envious, none, united
dia838_utt10	Others feel none, grateful, none	Sheldon feels none, grateful, none
dia838_utt11	Others feel worried, none, happy	Sheldon feels worried, none, happy
dia838_utt12	Others feel aware., friendly, exhausted	Sheldon feels aware., friendly, exhausted
dia839_utt0	Others feel none, none, frustrated	Leonard feels none, none, frustrated
dia839_utt1	Others feel none, appreciative, happy	Leonard feels none, appreciative, happy
dia839_utt2	Others feel none, excitement, relief	Sheldon feels none, excitement, relief
dia839_utt3	Others feel happy to experience a wide range of food flavors and textures, none, guilty for using food as medication	big bang person1 feels happy to experience a wide range of food flavors and textures, none, guilty for using food as medication
dia839_utt4	Others feel happy, none, like they get to talk to a friend	big bang person1 feels happy, none, like they get to talk to a friend
dia839_utt5	Others feel energized, proud, on top of the world	big bang person1 feels energized, proud, on top of the world
dia839_utt6	Others feel none, wise, proud	Sheldon feels none, wise, proud
dia839_utt7	Others feel awful, guilty about it, none	Leonard feels awful, guilty about it, none
dia839_utt8	Others feel none, happy, happy	Sheldon feels none, happy, happy
dia839_utt9	Others feel happy to know what is improtant, relieve, responsible	Leonard feels happy to know what is improtant, relieve, responsible
dia839_utt10	Others feel motivated, none, none	Sheldon feels motivated, none, none
dia839_utt11	Others feel appreciative of personx, none, appreciative	Leonard feels appreciative of personx, none, appreciative
dia839_utt12	Others feel adventurous, none, down	Sheldon feels adventurous, none, down
dia839_utt13	Others feel accomplished, accomplished, relief	Sheldon feels accomplished, accomplished, relief
dia839_utt14	Others feel pumped up, good, victorious	big bang person1 feels pumped up, good, victorious
dia839_utt15	Others feel none, none, heavier	Sheldon feels none, none, heavier
dia839_utt16	Others feel happy to be involved in the ceremony, glad to watch, happy to have a child.	Leonard feels happy to be involved in the ceremony, glad to watch, happy to have a child.
dia839_utt17	Others feel happy that x could help., annoyed by x, none	Sheldon feels happy that x could help., annoyed by x, none
dia841_utt0	Others feel none, none, disappointed	big bang person1 feels none, none, disappointed
dia841_utt1	Others feel livid, eager, pleased	big bang person1 feels livid, eager, pleased
dia841_utt2	Others feel nervous., satisfied, better	Sheldon feels nervous., satisfied, better
dia841_utt3	Others feel happy, pleased, satsfied	big bang person1 feels happy, pleased, satsfied
dia841_utt4	Others feel admiration for personx, successful, accomplished	big bang person1 feels admiration for personx, successful, accomplished
dia841_utt5	Others feel included, also happy, none	big bang person1 feels included, also happy, none
dia841_utt6	Others feel pooped out, relieved, unsafe	Sheldon feels pooped out, relieved, unsafe
dia842_utt0	Others feel none, none, none	Leonard feels none, none, none
dia842_utt1	Others feel none, none, nothing	big bang person1 feels none, none, nothing
dia843_utt0	Others feel like they weren't meant for that kind of relationship, sad, upset	Sheldon feels like they weren't meant for that kind of relationship, sad, upset
dia843_utt1	Others feel satisfied, satisfied, sporty	Sheldon feels satisfied, satisfied, sporty
dia843_utt2	Others feel thankful, regret, good.	big bang person1 feels thankful, regret, good.
dia843_utt3	Others feel happy, none, ignored	big bang person1 feels happy, none, ignored
dia843_utt4	Others feel wary, none, worried	big bang person1 feels wary, none, worried
dia843_utt5	Others feel informative, persuasive, none	big bang person1 feels informative, persuasive, none
dia843_utt6	Others feel pleased, content, full	Sheldon feels pleased, content, full
dia845_utt0	Others feel none, terrible, sad	Dina feels none, terrible, sad
dia845_utt1	Others feel frustrated they can't stay in one spot, none, unconstructive	Glenn feels frustrated they can't stay in one spot, none, unconstructive
dia845_utt2	Others feel none, confused, dejected	Nico feels none, confused, dejected
dia845_utt3	Others feel overwhelmed, productive., good.	Amy feels overwhelmed, productive., good.
dia845_utt4	Others feel resourceful, needed, kind	Dina feels resourceful, needed, kind
dia846_utt0	Others feel excited, none, none	Jeff feels excited, none, none
dia846_utt1	Others feel mean, happy, pleased	Jeff feels mean, happy, pleased
dia846_utt2	Others feel happy, happy, happy	Jeff feels happy, happy, happy
dia846_utt3	Others feel neutral, none, none	Jeff feels neutral, none, none
dia846_utt4	Others feel connected with this person, connected as well, upset	Dina feels connected with this person, connected as well, upset
dia846_utt5	Others feel a bit confused about too many subjects, none, none	Jeff feels a bit confused about too many subjects, none, none
dia846_utt6	Others feel embarrassed, none, none	Jeff feels embarrassed, none, none
dia846_utt7	Others feel angry, disappointed., none	Jeff feels angry, disappointed., none
dia846_utt8	Others feel none, polished, cared for	Jeff feels none, polished, cared for
dia846_utt9	Others feel none, none, friendly	Jeff feels none, none, friendly
dia847_utt0	Others feel attentive, flattered, happy as they are being admired.	Nico feels attentive, flattered, happy as they are being admired.
dia847_utt1	Others feel accomplished, helpful, grateful	Nico feels accomplished, helpful, grateful
dia847_utt2	Others feel satisfied, none, none	Glenn feels satisfied, none, none
dia847_utt3	Others feel accomplished, none, none	Jonah feels accomplished, none, none
dia847_utt4	Others feel exhausted from exercising, exhausted, tired	Nico feels exhausted from exercising, exhausted, tired
dia847_utt5	Others feel joyful, sociable, welcomed	Glenn feels joyful, sociable, welcomed
dia847_utt6	Others feel to help x, grateful, satisfied	Nico feels to help x, grateful, satisfied
dia847_utt7	Others feel none, adventurous, none	Amy feels none, adventurous, none
dia847_utt8	Others feel none, none, none	Amy feels none, none, none
dia847_utt9	Others feel normal, none, confident, sturdy	Nico feels normal, none, confident, sturdy
dia847_utt10	Others feel intrigue, curious, none	Cheyenne feels intrigue, curious, none
dia848_utt0	Others feel none, thankful, safe	Dina feels none, thankful, safe
dia848_utt1	Others feel sad, depressed, free	Garrett feels sad, depressed, free
dia848_utt2	Others feel unhappy, like they had fun., defeated.	Dina feels unhappy, like they had fun., defeated.
dia848_utt3	Others feel unhappy, excited, none	Garrett feels unhappy, excited, none
dia848_utt4	Others feel stylish, satisfied, happy	Dina feels stylish, satisfied, happy
dia848_utt5	Others feel none, none, accomplished	Dina feels none, none, accomplished
dia848_utt6	Others feel relief, happy, friendly	Dina feels relief, happy, friendly
dia848_utt7	Others feel like they had a mishap, none, none	Garrett feels like they had a mishap, none, none
dia848_utt8	Others feel informed, excited about his fame, content	Dina feels informed, excited about his fame, content
dia849_utt0	Others feel proud, none, none	Nico feels proud, none, none
dia849_utt1	Others feel none, none, none	Nico feels none, none, none
dia849_utt2	Others feel none, angry, heartless	Nico feels none, angry, heartless
dia849_utt3	Others feel none, focused, spiteful	Cheyenne feels none, focused, spiteful
dia849_utt4	Others feel dry, satisfied, happy	Nico feels dry, satisfied, happy
dia849_utt5	Others feel none, thankful, helpful	Cheyenne feels none, thankful, helpful
dia849_utt6	Others feel satisfied, none, unhappy	Cheyenne feels satisfied, none, unhappy
dia850_utt0	Others feel satisfied., annoyed, happy	Nico feels satisfied., annoyed, happy
dia850_utt1	Others feel happy and playful, regretful, silly	Nico feels happy and playful, regretful, silly
dia850_utt2	Others feel none, none, exhausted	Nico feels none, none, exhausted
dia850_utt3	Others feel none, excited to save money, relieved they're in time	Nico feels none, excited to save money, relieved they're in time
dia850_utt4	Others feel also happy, proud, joy	Nico feels also happy, proud, joy
dia850_utt5	Others feel none, excited to save money, relieved they're in time	Jonah feels none, excited to save money, relieved they're in time
dia850_utt6	Others feel rushed, angry, motivated	Jonah feels rushed, angry, motivated
dia850_utt7	Others feel safe, relieved, positive if he manages to find it.	Nico feels safe, relieved, positive if he manages to find it.
dia850_utt8	Others feel satisfied, satisfied, better	Jonah feels satisfied, satisfied, better
dia850_utt9	Others feel energetic., fat, free	Jonah feels energetic., fat, free
dia850_utt10	Others feel very happy, none, happy	Jonah feels very happy, none, happy
dia852_utt0	Others feel happy, connected, none	Glenn feels happy, connected, none
dia852_utt1	Others feel responsible, proud of themselves, hungry because the dish is very appetizing	Glenn feels responsible, proud of themselves, hungry because the dish is very appetizing
dia852_utt2	Others feel happy, entertained, satisfied	Glenn feels happy, entertained, satisfied
dia852_utt3	Others feel wary, loyal, excited	Glenn feels wary, loyal, excited
dia852_utt4	Others feel sociable, their friends care, taken care of	superstore person1 feels sociable, their friends care, taken care of
dia852_utt5	Others feel love, none, altruistic	Glenn feels love, none, altruistic
dia852_utt6	Others feel full of adrenaline, none, accomplished	Amy feels full of adrenaline, none, accomplished
dia852_utt7	Others feel feels heard, like they mean something., stimulated by new ideas	Amy feels feels heard, like they mean something., stimulated by new ideas
dia852_utt8	Others feel scared, none, satisfied	Amy feels scared, none, satisfied
dia852_utt9	Others feel none, happy, happy	Glenn feels none, happy, happy
dia852_utt10	Others feel feels happy to help someone, relaxed and relieved, helpful	superstore person1 feels feels happy to help someone, relaxed and relieved, helpful
dia854_utt0	Others feel happy and relaxed, joyful, none	Amy feels happy and relaxed, joyful, none
dia854_utt1	Others feel relaxed, happy., none	Glenn feels relaxed, happy., none
dia854_utt2	Others feel controlled, powerful, good	Glenn feels controlled, powerful, good
dia854_utt3	Others feel accomplished, none, none	Amy feels accomplished, none, none
dia854_utt4	Others feel understood., none, none	Glenn feels understood., none, none
dia854_utt5	Others feel delighted that the person feels better., happier than they were before, loved	Amy feels delighted that the person feels better., happier than they were before, loved
dia854_utt6	Others feel tired, glad, satisfied	Glenn feels tired, glad, satisfied
dia855_utt0	Others feel adored by the audience, energized, happy at having seen the performance	Dina feels adored by the audience, energized, happy at having seen the performance
dia855_utt1	Others feel like a cog in the machine, annoyed, glad to have shared information	Garrett feels like a cog in the machine, annoyed, glad to have shared information
dia855_utt2	Others feel horrible, violent, injured	Garrett feels horrible, violent, injured
dia855_utt3	Others feel happy, helpful, relieved	Dina feels happy, helpful, relieved
dia855_utt4	Others feel good for helping, warm, awake	Dina feels good for helping, warm, awake
dia855_utt5	Others feel none, like they made a difference, grateful	Garrett feels none, like they made a difference, grateful
dia855_utt6	Others feel happy, none, none	Garrett feels happy, none, none
dia855_utt7	Others feel warm, turned on, none	Dina feels warm, turned on, none
dia856_utt0	Others feel upset, glad, grateful	Jonah feels upset, glad, grateful
dia856_utt1	Others feel none, satisfied, like they understand	Jonah feels none, satisfied, like they understand
dia856_utt2	Others feel full, thankful, satisfied	Jonah feels full, thankful, satisfied
dia856_utt3	Others feel accomplished., satisfied, weak	Nico feels accomplished., satisfied, weak
dia856_utt4	Others feel excited, happy, cheerful	Cheyenne feels excited, happy, cheerful
dia856_utt5	Others feel good, curious, unnoticed	Jonah feels good, curious, unnoticed
dia856_utt6	Others feel like a showoff, happy, better after the event.	Jonah feels like a showoff, happy, better after the event.
dia856_utt7	Others feel excited, happy, cheerful	Cheyenne feels excited, happy, cheerful
dia856_utt8	Others feel physically hurt, shaken up, frustrated and sadden because the loss of time and money., happy	Jonah feels physically hurt, shaken up, frustrated and sadden because the loss of time and money., happy
dia856_utt9	Others feel mad, none, none	Nico feels mad, none, none
dia857_utt0	Others feel happy, worried, none	Glenn feels happy, worried, none
dia857_utt1	Others feel happy, none, none	superstore person1 feels happy, none, none
dia857_utt2	Others feel none, none, like people depend on him	superstore person1 feels none, none, like people depend on him
dia857_utt3	Others feel sad, none, none	Glenn feels sad, none, none
dia857_utt4	Others feel none, surprised, obligated	Glenn feels none, surprised, obligated
dia857_utt5	Others feel satisfied, none, none	Glenn feels satisfied, none, none
dia857_utt6	Others feel helpful, responsible, happy	Glenn feels helpful, responsible, happy
dia857_utt7	Others feel none, none, good	Glenn feels none, none, good
dia857_utt8	Others feel annoyed, full, guilt	Glenn feels annoyed, full, guilt
dia857_utt9	Others feel sick, none, anxious they will catch the sickness	Glenn feels sick, none, anxious they will catch the sickness
dia857_utt10	Others feel relieved, happy, annoyed	Glenn feels relieved, happy, annoyed
dia857_utt11	Others feel love, none, ready	superstore person1 feels love, none, ready
dia857_utt12	Others feel none, upset, none	superstore person1 feels none, upset, none
dia857_utt13	Others feel none, upset, remembered	Glenn feels none, upset, remembered
dia858_utt0	Others feel happy, excited, none	superstore person2 feels happy, excited, none
dia858_utt1	Others feel none, wise, proud	superstore person2 feels none, wise, proud
dia858_utt2	Others feel happy to help, happy to be helpful, excited the bike was found	Nico feels happy to help, happy to be helpful, excited the bike was found
dia858_utt3	Others feel safe, reassured, cautious	Nico feels safe, reassured, cautious
dia858_utt4	Others feel none, happy, good	superstore person2 feels none, happy, good
dia858_utt5	Others feel accomplished, good to be able to have cold water for her face., great	superstore person2 feels accomplished, good to be able to have cold water for her face., great
dia858_utt6	Others feel satisfied, unsure., mediocre.	superstore person3 feels satisfied, unsure., mediocre.
dia858_utt7	Others feel grateful, sad, sad	Nico feels grateful, sad, sad
dia858_utt8	Others feel authoritative, yes, halted by another person.	Nico feels authoritative, yes, halted by another person.
dia858_utt9	Others feel friendly, happy, happy	Nico feels friendly, happy, happy
dia858_utt10	Others feel regretful and foolish, scared., none	Nico feels regretful and foolish, scared., none
dia860_utt0	Others feel tired, disappointed, grateful	Nico feels tired, disappointed, grateful
dia860_utt1	Others feel cooperative, inclusive, happy	Nico feels cooperative, inclusive, happy
dia860_utt2	Others feel cooperative, inclusive, happy	Jonah feels cooperative, inclusive, happy
dia860_utt3	Others feel in love, excited, happy	Jonah feels in love, excited, happy
dia860_utt4	Others feel excited, satisfied, impressed	Nico feels excited, satisfied, impressed
dia860_utt5	Others feel physically hurt, shaken up, frustrated and sadden because the loss of time and money., happy	Jonah feels physically hurt, shaken up, frustrated and sadden because the loss of time and money., happy
dia860_utt6	Others feel in love, excited, happy	Jonah feels in love, excited, happy
dia860_utt7	Others feel adventurous, cultured, enlightened	Nico feels adventurous, cultured, enlightened
dia860_utt8	Others feel like they made a good decision., glad to have been given importance, none	Nico feels like they made a good decision., glad to have been given importance, none
dia863_utt0	Others feel none, successful, helpful	Jeff feels none, successful, helpful
dia863_utt1	Others feel awful, guilty about it, none	Jeff feels awful, guilty about it, none
dia863_utt2	Others feel none, wise, proud	Nico feels none, wise, proud
dia863_utt3	Others feel satisfied., good, relieved	Nico feels satisfied., good, relieved
dia863_utt4	Others feel concerned for the judge's outcome, apprehensive, sorowful	Nico feels concerned for the judge's outcome, apprehensive, sorowful
dia863_utt5	Others feel agony, fear, pain	Jeff feels agony, fear, pain
dia863_utt6	Others feel validated, none, none	Nico feels validated, none, none
dia863_utt7	Others feel none, thankful, helpful	Jeff feels none, thankful, helpful
dia863_utt8	Others feel satisfied., good, relieved	Jeff feels satisfied., good, relieved
dia863_utt9	Others feel thankful, relieved, content	Jeff feels thankful, relieved, content
dia865_utt0	Others feel guilty, sad, anger	Amy feels guilty, sad, anger
dia865_utt1	Others feel none, excited to save money, relieved they're in time	Nico feels none, excited to save money, relieved they're in time
dia865_utt2	Others feel none, thankful, happy	Nico feels none, thankful, happy
dia865_utt3	Others feel thankful, relieved, content	Amy feels thankful, relieved, content
dia865_utt4	Others feel informative, persuasive, none	Amy feels informative, persuasive, none
dia865_utt5	Others feel like they made a good decision., glad to have been given importance, good	Dina feels like they made a good decision., glad to have been given importance, good
dia865_utt6	Others feel none, meaningless, weak	Nico feels none, meaningless, weak
dia865_utt7	Others feel helpful, happy, none	Nico feels helpful, happy, none
dia865_utt8	Others feel none, happy to experience a wide range of food flavors and textures, none	Dina feels none, happy to experience a wide range of food flavors and textures, none
dia865_utt9	Others feel none, excited to save money, relieved they're in time	Dina feels none, excited to save money, relieved they're in time
dia865_utt10	Others feel hopeful, grateful, relief	Dina feels hopeful, grateful, relief
dia865_utt11	Others feel relief, satisfied, happy	Dina feels relief, satisfied, happy
dia865_utt12	Others feel none, excited to save money, relieved they're in time	Nico feels none, excited to save money, relieved they're in time
dia866_utt0	Others feel none, excited to save money, relieved they're in time	Nico feels none, excited to save money, relieved they're in time
dia866_utt1	Others feel thankful to god if the personx is religious, none, angry,feel worst	Marcus feels thankful to god if the personx is religious, none, angry,feel worst
dia866_utt2	Others feel none, none, confused	Marcus feels none, none, confused
dia866_utt3	Others feel spiritual, studied, watched	Marcus feels spiritual, studied, watched
dia866_utt4	Others feel like they made a good decision., glad to have been given importance, fulfilled	Marcus feels like they made a good decision., glad to have been given importance, fulfilled
dia866_utt5	Others feel overjoyed, in love, anxious	Marcus feels overjoyed, in love, anxious
dia866_utt6	Others feel angry, excited, happty	superstore person1 feels angry, excited, happty
dia866_utt7	Others feel happy, helpful, relieved	Nico feels happy, helpful, relieved
dia866_utt8	Others feel helpful, happy to help, helpful	Nico feels helpful, happy to help, helpful
dia870_utt0	Others feel none, none, like the boss	superstore person1 feels none, none, like the boss
dia870_utt1	Others feel satisfied, none, none	Glenn feels satisfied, none, none
dia870_utt2	Others feel none, none, none	superstore person1 feels none, none, none
dia870_utt3	Others feel like they made a good decision., glad to have been given importance, happy	Amy feels like they made a good decision., glad to have been given importance, happy
dia870_utt4	Others feel friendly, caring, frienship	Jonah feels friendly, caring, frienship
dia870_utt5	Others feel reformed, like a new person, happy/positively.	Amy feels reformed, like a new person, happy/positively.
dia870_utt6	Others feel full, sated, less hungry	Glenn feels full, sated, less hungry
dia870_utt7	Others feel eager, excited, none	Amy feels eager, excited, none
dia870_utt8	Others feel eager, excited, none	Glenn feels eager, excited, none
dia870_utt9	Others feel nervous, excited, none	Glenn feels nervous, excited, none
dia870_utt10	Others feel none, none, none	Glenn feels none, none, none
dia870_utt11	Others feel happy, delighted, elated	superstore person1 feels happy, delighted, elated
dia870_utt12	Others feel none, none, none	superstore person1 feels none, none, none
dia870_utt13	Others feel happy to be noticed, loved, excited	Glenn feels happy to be noticed, loved, excited
dia870_utt14	Others feel resourceful, needed, kind	Amy feels resourceful, needed, kind
dia870_utt15	Others feel like they made a good decision., glad to have been given importance, fulfilled	superstore person1 feels like they made a good decision., glad to have been given importance, fulfilled
dia870_utt16	Others feel mad, none, responsible	Amy feels mad, none, responsible
dia870_utt17	Others feel mad, none, none	Amy feels mad, none, none
dia870_utt18	Others feel pity, loss, anguish	Amy feels pity, loss, anguish
dia871_utt0	Others feel taken advantage of, happy that he feels and looks better, confident.	Garrett feels taken advantage of, happy that he feels and looks better, confident.
dia871_utt1	Others feel sad, embarrassed, elated about it	Dina feels sad, embarrassed, elated about it
dia871_utt2	Others feel used, satisfied that they tried everything, disappointed	Cheyenne feels used, satisfied that they tried everything, disappointed
dia871_utt3	Others feel eternal gratitude, confident, satisfied	Cheyenne feels eternal gratitude, confident, satisfied
dia871_utt4	Others feel none, none, frustrated	Cheyenne feels none, none, frustrated
dia871_utt5	Others feel good, thankful, athletic	Dina feels good, thankful, athletic
dia871_utt6	Others feel eager, satisfied, angry	Dina feels eager, satisfied, angry
dia871_utt7	Others feel friendly, happy, happy	Cheyenne feels friendly, happy, happy
dia871_utt8	Others feel relieved., happy, relieved	Cheyenne feels relieved., happy, relieved
dia871_utt9	Others feel good,satisfied, happy, happy and satisfied	Dina feels good,satisfied, happy, happy and satisfied
dia872_utt0	Others feel empathized with, none, annoyed	Glenn feels empathized with, none, annoyed
dia872_utt1	Others feel none, beaten down, dominant and powerful.	Glenn feels none, beaten down, dominant and powerful.
dia872_utt2	Others feel none, none, satisfied	Cheyenne feels none, none, satisfied
dia872_utt3	Others feel happy., none, none	Glenn feels happy., none, none
dia872_utt4	Others feel none, reassured, like they remember their friend.	Marcus feels none, reassured, like they remember their friend.
dia872_utt5	Others feel happy, vindicated, grossed out	Marcus feels happy, vindicated, grossed out
dia872_utt6	Others feel none, feels good, calm	Jonah feels none, feels good, calm
dia872_utt7	Others feel delighted that the person feels better., happier than they were before, loved	Jonah feels delighted that the person feels better., happier than they were before, loved
dia872_utt8	Others feel like they're smarter than persony, righteous., angry	Jonah feels like they're smarter than persony, righteous., angry
dia872_utt9	Others feel that he has helped others learn., that he has skillfully employed his analytical mind., that he has communicated effectively.	Marcus feels that he has helped others learn., that he has skillfully employed his analytical mind., that he has communicated effectively.
dia872_utt10	Others feel traumatized, none, none	Jonah feels traumatized, none, none
dia872_utt11	Others feel friendly, happy, happy	Amy feels friendly, happy, happy
dia872_utt12	Others feel caring, thankful, none	Marcus feels caring, thankful, none
dia872_utt13	Others feel mad, none, none	Glenn feels mad, none, none
dia872_utt14	Others feel angry, sad, happy.	Glenn feels angry, sad, happy.
dia872_utt15	Others feel horrible, violent, injured	Jonah feels horrible, violent, injured
dia872_utt16	Others feel guided, spiritual, good	Glenn feels guided, spiritual, good
dia872_utt17	Others feel none, none, none	Garrett feels none, none, none
dia872_utt18	Others feel like they made a good decision., glad to have been given importance, good	Amy feels like they made a good decision., glad to have been given importance, good
dia872_utt19	Others feel thankful for being helped, accomplished, appreciative	Jonah feels thankful for being helped, accomplished, appreciative
dia872_utt20	Others feel safe, uneasy, caring	Glenn feels safe, uneasy, caring
dia872_utt21	Others feel safe, secure, annoyed	Marcus feels safe, secure, annoyed
dia875_utt0	Others feel appreciative, satisified, happy	Amy feels appreciative, satisified, happy
dia875_utt1	Others feel indifferent, surprised, none	Garrett feels indifferent, surprised, none
dia875_utt2	Others feel none, helpful, satisfaction	Jonah feels none, helpful, satisfaction
dia875_utt3	Others feel happy, delighted, elated	Jonah feels happy, delighted, elated
dia875_utt4	Others feel none, none, full of food	Jonah feels none, none, full of food
dia875_utt5	Others feel clarity about what he asks, confused, relieved	Jonah feels clarity about what he asks, confused, relieved
dia875_utt6	Others feel none, mad, none	Amy feels none, mad, none
dia875_utt7	Others feel ready, sleepy, frustrated.	Jonah feels ready, sleepy, frustrated.
dia875_utt8	Others feel sad, ashamed, pain	Jonah feels sad, ashamed, pain
dia875_utt9	Others feel happy, none, none	Amy feels happy, none, none
dia875_utt10	Others feel known, destructive, none	Amy feels known, destructive, none
dia875_utt11	Others feel dominated, focused, none	Amy feels dominated, focused, none
